"","Facility_reference_number","License_holder","Site_common_name","Fish_health_zone","Month","Number_of_counts_performed","L.salmonis_motile","L.salmonis_motile_audit","L.salmonis_female","L.salmonis_female_aduit","Chalimus","Chalimus_audit","Caligus","Caligus_audit","Comments","Year_class"
"598","1351","Marine Harvest","Marsh","3.4","January","1","0.1",NA,"0",NA,"0.1",NA,"0.1",NA,NA,"1"
"6010","1350","Marine Harvest","Shelter Bay","3.4","January","2","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"628","1702","Marine Harvest","Goat Cove","3.5","January","2","9.5",NA,"5.4",NA,"0.7",NA,"0.1",NA,"Area management action underway","1"
"6311","1580","Marine Harvest","Jackson Pass","3.5","January","0",NA,NA,NA,NA,NA,NA,NA,NA,"fallow",NA
"648","1691","Marine Harvest","Kid Bay","3.5","January","2","10.2",NA,"6.4",NA,"0.6",NA,"0.2",NA,"Area management action underway","2"
"658","884","Marine Harvest","Lochalsh","3.5","January","3","7.3",NA,"1.5",NA,"2",NA,"0.6",NA,"Management action underway","1"
"664","1895","Marine Harvest","Sheep Pass","3.5","January","2","12.2",NA,"7.9",NA,"0",NA,"0",NA,"Management action planned","2"
"697","1537","Cermaq","Bare Bluff","2.3","February","2","0",NA,"0",NA,"0.8",NA,"0.1",NA,NA,"1"
"708","227","Cermaq","Bawden","2.3","February","2","1.8",NA,"0.5",NA,"1.1",NA,"0.5",NA,NA,"1"
"7110","234","Cermaq","Dixon","2.3","February","2","0.8",NA,"0.4",NA,"0.4",NA,"0.3",NA,NA,"2"
"7211","1291","Cermaq","MacIntyre Lake","2.3","February","2","0.6",NA,"0",NA,"2.7",NA,"0.6",NA,NA,"1"
"7311","1507","Cermaq","Millar ","2.3","February","1","1.1",NA,"0.2",NA,"2.9",NA,"5.6",NA,NA,"2"
"7412","543","Cermaq","Mussel Rock","2.3","February","1","0.2",NA,"0.1",NA,"0.4",NA,"0",NA,NA,"2"
"7510","6668","Cermaq","Plover","2.3","February","2","0.3",NA,"0.2",NA,"0.6",NA,"0.2",NA,NA,"1"
"7611","314","Cermaq","Ross Pass","2.3","February","1","0.2",NA,"0",NA,"0.1",NA,"1.7",NA,NA,"2"
"779","1472","Cermaq","Westside","2.3","February","2","0.2",NA,"0",NA,"0.9",NA,"0",NA,NA,"1"
"798","1789","Grieg Seafood","Concepcion","2.4","February","1","0.4",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"808","1863","Grieg Seafood","Esperanza","2.4","February","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"8110","1849","Grieg Seafood","Muchalat North","2.4","February","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"829","1705","Grieg Seafood","Williamson","2.4","February","1","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"8311","144","Marine Harvest","Koskimo","2.4","February","1","4.5",NA,"2.7",NA,"1.5",NA,"0.1",NA,"Area management action underway","2"
"849","1338","Marine Harvest","Mahatta E","2.4","February","1","0.6",NA,"0",NA,"0.7",NA,"0.9",NA,"Area management action underway","1"
"857","1238","Marine Harvest","Mahatta W","2.4","February","1","0.6",NA,"0.1",NA,"1.2",NA,"0.1",NA,"Area management action underway","1"
"869","1237","Marine Harvest","Monday Rocks","2.4","February","1","8.6",NA,"5.7",NA,"0",NA,"0",NA,"Area management action underway","2"
"8810","1698","Grieg Seafood","Ahlstrom","3.1","February","1","0","0","0","0","0","0.2","0","0.2","Statistical agreement with farm count on audit day","1"
"898","303","Marine Harvest","Glacial Creek","3.1","February","0",NA,NA,NA,NA,NA,NA,NA,NA,"Brood fish in spawning year","Broodstock"
"9110","1401","Cermaq","Brent Island","3.2","February","1","2.8",NA,"1.3",NA,"0.7",NA,"0.9",NA,"Area management action underway","1"
"9210","304","Cermaq","Raza","3.2","February","2","0.6",NA,"0.2",NA,"1.1",NA,"0.7",NA,NA,"1"
"938","306","Cermaq","Venture","3.2","February","2","3.6",NA,"1.5",NA,"0.5",NA,"0.2",NA,"Area management action underway","1"
"949","1581","Marine Harvest","Hardwicke","3.2","February","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"959","211","Marine Harvest","Okisollo","3.2","February","1","0",NA,"0",NA,"0.1",NA,"0",NA,NA,"1"
"9711","1825","Grieg Seafood"," Bennett Pt","3.3","February","1","2",NA,"1",NA,"0.1",NA,"0.1",NA,NA,"2"
"9812","1144","Cermaq","Burdwood","3.3","February","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"9911","819","Cermaq","Cecil ","3.3","February","1","1.5",NA,"0.7",NA,"3.3",NA,"0.2",NA,NA,"Broodstock"
"10011","728","Cermaq","Sir Ed","3.3","February","1","0.5",NA,"0.3",NA,"0.7",NA,"0.5",NA,NA,"1"
"10110","1586","Marine Harvest","Doctor Islets","3.3","February","0",NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"10210","821","Marine Harvest","Glacier Falls","3.3","February","1","0.8",NA,"0.3",NA,"0.3",NA,"0.1",NA,NA,"1"
"10310","1618","Marine Harvest","Humphrey Rocks","3.3","February","2","0.9",NA,"0.4",NA,"0.2",NA,"0",NA,NA,"2"
"1049","143","Marine Harvest","Larsen Island","3.3","February","1","0.2","0.2","0","0","0.6","0.6","0","0.2","Statistical agreement with farm count on audit day","1"
"1059","467","Marine Harvest","Midsummer","3.3","February","2","0.6",NA,"0.2",NA,"0",NA,"0",NA,NA,"1"
"10612","141","Marine Harvest","Port Elizabeth","3.3","February","1","1.4",NA,"0.6",NA,"0.9",NA,"1.5",NA,NA,"1"
"1078","1145","Marine Harvest","Potts Bay","3.3","February","1","2.4",NA,"1.6",NA,"0",NA,"0",NA,NA,"Broodstock"
"10810","1059","Marine Harvest","Sargeaunt Pass","3.3","February","2","0.5",NA,"0.2",NA,"0.1",NA,"0",NA,NA,"2"
"10910","465","Marine Harvest","Swanson","3.3","February","1","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"11010","739","Marine Harvest","Upper Retreat","3.3","February","1","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"1128","1351","Marine Harvest","Marsh","3.4","February","2","0","0","0","0","0","0","0",NA,"Statistical agreement with farm count on audit day","1"
"11310","1350","Marine Harvest","Shelter Bay","3.4","February","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"1159","1702","Marine Harvest","Goat Cove","3.5","February","2","2.7",NA,"1.8",NA,"0.2",NA,"0",NA,NA,"1"
"11610","1691","Marine Harvest","Kid Bay","3.5","February","2","9.7",NA,"4.8",NA,"0.1",NA,"0.1",NA,"Management action planned","2"
"1177","884","Marine Harvest","Lochalsh","3.5","February","1","0.3",NA,"0.2",NA,"0",NA,"0.1",NA,NA,"1"
"11810","1895","Marine Harvest","Sheep Passage","3.5","February","2","10.7",NA,"7.6",NA,"0",NA,"0",NA,"Management action planned","2"
"1219","1537","Cermaq","Bare Bluff","2.3","March","2","0.3",NA,"0",NA,"2.1",NA,"0.4",NA,NA,"1"
"1228","227","Cermaq","Bawden","2.3","March","2","0.7",NA,"0.3",NA,"2",NA,"1.5",NA,NA,"1"
"1239","234","Cermaq","Dixon","2.3","March","2","1",NA,"0.4",NA,"0.9",NA,"1",NA,NA,"2"
"1244","540","Cermaq","Fortune","2.3","March","2","0",NA,"0",NA,"0.1",NA,"0.1",NA,NA,"1"
"1259","1291","Cermaq","MacIntyre Lake","2.3","March","2","0.4",NA,"0",NA,"2.6",NA,"0.8",NA,NA,"1"
"1269","1507","Cermaq","Millar ","2.3","March","2","1",NA,"0.2",NA,"2.6",NA,"3.7",NA,NA,"2"
"1279","543","Cermaq","Mussel Rock","2.3","March","2","0.3",NA,"0.1",NA,"0.1",NA,"0.2",NA,NA,"2"
"1288","6668","Cermaq","Plover","2.3","March","2","0.1",NA,"0.1",NA,"1.1",NA,"0.6",NA,NA,"1"
"1298","314","Cermaq","Ross Pass","2.3","March","2","0.5","0.6","0.1","0.2","0.7","0.8","0.3","0.5","Statistical agreement with farm count on audit day","2"
"13010","527","Cermaq","Saranac","2.3","March","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent smolt entry","1"
"13112","1472","Cermaq","Westside","2.3","March","2","0.3",NA,"0.1",NA,"0.4",NA,"0.4",NA,NA,"1"
"13311","1789","Grieg Seafood","Concepcion","2.4","March","1","0.3",NA,"0.1",NA,"0.2",NA,"0",NA,"2nd count precluded by an environmental issue","2"
"13410","1863","Grieg Seafood","Esperanza","2.4","March","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"1359","1849","Grieg Seafood","Muchalat N","2.4","March","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"13611","1705","Grieg Seafood","Williamson","2.4","March","2","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"1379","144","Marine Harvest","Koskimo","2.4","March","2","2",NA,"1.4",NA,"0.1",NA,"0",NA,NA,"2"
"13810","1338","Marine Harvest","Mahatta E","2.4","March","2","0.5",NA,"0.2",NA,"0.2",NA,"0",NA,NA,"1"
"1398","1238","Marine Harvest","Mahatta W","2.4","March","2","0.3",NA,"0",NA,"0.3",NA,"0",NA,NA,"1"
"14010","1237","Marine Harvest","Monday Rocks","2.4","March","2","2",NA,"1.5",NA,"0",NA,"0",NA,NA,"2"
"14210","1698","Grieg Seafood","Ahlstrom","3.1","March","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent transfer","1"
"1439","303","Marine Harvest","Glacial Creek","3.1","March","0",NA,NA,NA,NA,NA,NA,NA,NA,"Brood fish in spawning year","Broodstock"
"1458","1401","Cermaq","Brent Island","3.2","March","2","1.5",NA,"0.9",NA,"0.1",NA,"0.1",NA,NA,"1"
"1468","304","Cermaq","Raza","3.2","March","2","0.3","0.2","0.1","0.1","1.5","1.6","2.3","4.1","Statistical agreement with farm count on audit day","1"
"1479","306","Cermaq","Venture","3.2","March","2","1.5",NA,"0.7",NA,"0.3",NA,"0.1",NA,NA,"1"
"1489","1581","Marine Harvest","Hardwicke","3.2","March","2","0.1",NA,"0.1",NA,"0.3",NA,"0.1",NA,NA,"2"
"14910","211","Marine Harvest","Okisollo","3.2","March","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"15010","380","Marine Harvest","Sonora Point","3.2","March","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent transfer","1"
"1528","1825","Grieg Seafood","Bennett Pt","3.3","March","2","0.9",NA,"0.4",NA,"0",NA,"0.1",NA,NA,"2"
"1539","1144","Cermaq","Burdwood","3.3","March","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"15410","819","Cermaq","Cecil","3.3","March","1","0.1",NA,"0",NA,"0.1",NA,"0",NA,NA,"Broodstock"
"15510","728","Cermaq","Sir Ed","3.3","March","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by fish health event","1"
"1567","821","Cermaq","Glacier Falls","3.3","March","2","0",NA,"0",NA,"0.1",NA,"0",NA,NA,"1"
"1578","1618","Marine Harvest","Humphrey Rocks","3.3","March","2","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"15811","143","Marine Harvest","Larsen Island","3.3","March","2","0.9",NA,"0.1",NA,"0.9",NA,"0.1",NA,NA,"1"
"1599","141","Marine Harvest","Midsummer","3.3","March","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"1609","467","Marine Harvest","Port Elizabeth","3.3","March","2","3.4",NA,"1.3",NA,"0.5",NA,"0.8",NA,"Management action planned","1"
"16112","1145","Marine Harvest","Potts Bay","3.3","March","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"Broodstock"
"16211","1059","Marine Harvest","Sargeaunt Pass","3.3","March","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"16310","465","Marine Harvest","Swanson","3.3","March","0",NA,NA,NA,NA,NA,NA,NA,NA,"Harvesting","2"
"1648","739","Marine Harvest","Upper Retreat","3.3","March","2","0.4",NA,"0",NA,"0.1",NA,"0",NA,NA,"1"
"1669","1351","Marine Harvest","Marsh","3.4","March","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"1678","1350","Marine Harvest","Shelter Bay","3.4","March","4","1.5",NA,"0.8",NA,"0",NA,"0",NA,NA,"1"
"1686","831","Marine Harvest","Shelter Pass","3.4","March","1","0",NA,"0",NA,"0",NA,"0",NA,"Recent smolt entry","1"
"1707","1702","Marine Harvest","Goat Cove","3.5","March","3","0.4",NA,"0.3",NA,"0",NA,"0",NA,NA,"1"
"17111","1691","Marine Harvest","Kid Bay","3.5","March","3","4.8",NA,"2.5",NA,"0",NA,"0",NA,"Management action underway","2"
"17211","884","Marine Harvest","Lochalsh","3.5","March","2","0.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"17310","1895","Marine Harvest","Sheep Passage","3.5","March","2","6.9",NA,"5.6",NA,"0",NA,"0",NA,"Management action underway","2"
"7","1537","Cermaq","Bare Bluff","2.3","April","2","0.7",NA,"0.1",NA,"1.7",NA,"1.3",NA,NA,"1"
"8","227","Cermaq","Bawden","2.3","April","2","0.9",NA,"0.3",NA,"1.5",NA,"0.2",NA,NA,"2"
"9","234","Cermaq","Dixon","2.3","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Harvesting","2"
"10","540","Cermaq","Fortune","2.3","April","2","0.1",NA,"0",NA,"0.1",NA,"0.2",NA,NA,"1"
"11","1291","Cermaq","MacIntyre Lake","2.3","April","2","0.3",NA,"0",NA,"3.6",NA,"2.2",NA,NA,"1"
"1210","1507","Cermaq","Millar","2.3","April","2","2",NA,"0.4",NA,"2",NA,"2.7",NA,NA,"2"
"1329","543","Cermaq","Mussel Rock","2.3","April","1","0.5",NA,"0.2",NA,"0",NA,"0.1",NA,"2nd count precluded by harvest","1"
"1430","6668","Cermaq","Plover","2.3","April","2","0.9",NA,"0.3",NA,"0.5",NA,"0.3",NA,NA,"2"
"1529","526","Cermaq","Rant Pt","2.3","April","1","0.3",NA,"0.1",NA,"0.1",NA,"0",NA,"Recent seawater entry","1"
"1649","314","Cermaq","Ross Pass","2.3","April","2","0.5",NA,"0.1",NA,"0.1",NA,"0.5",NA,NA,"2"
"1740","527","Cermaq","Saranac","2.3","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"1827","1472","Cermaq","Westside","2.3","April","2","0.4",NA,"0.1",NA,"0.5",NA,"0.1",NA,NA,"1"
"2020","1789","Grieg Seafood","Concepcion","2.4","April","2","0.6","0.3","0.2","0.1","0.1","0.2","0.1","0.2","Statistical agreement with farm count on audit
day","2"
"2119","1863","Grieg Seafood","Esperanza","2.4","April","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"2219","1849","Grieg Seafood","Muchalat N","2.4","April","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"2313","1705","Grieg Seafood","Williamson","2.4","April","2","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"2413","144","Marine Harvest","Koskimo","2.4","April","2","1.1",NA,"0.7",NA,"0",NA,"0",NA,NA,"2"
"2513","1338","Marine Harvest","Mahatta E","2.4","April","2","0.9",NA,"0.6",NA,"0",NA,"0",NA,NA,"1"
"2611","1238","Marine Harvest","Mahatta W","2.4","April","2","0",NA,"0",NA,"0",NA,"0.1",NA,NA,"1"
"278","1237","Marine Harvest","Monday Rocks","2.4","April","2","1.2",NA,"1",NA,"0",NA,"0",NA,NA,"2"
"299","1698","Grieg Seafood","Ahlstrom","3.1","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"3010","303","Marine Harvest","Glacial Creek","3.1","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Brood fish in spawning year","Broodstock"
"3211","871","Grieg Seafood","Barnes Bay","3.2","April","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"338","1401","Cermaq","Brent Island","3.2","April","2","0.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"3412","304","Cermaq","Raza","3.2","April","2","0.4",NA,"0.3",NA,"0.7",NA,"4",NA,NA,"1"
"358","306","Cermaq","Venture","3.2","April","2","0.7",NA,"0.5",NA,"0",NA,"0.1",NA,NA,"1"
"369","1581","Marine Harvest","Hardwicke","3.2","April","2","0.4","0.3","0.1","0.1","2.8","2.1","0.5","0.6","Statistical agreement with farm count on audit day","2"
"3712","211","Marine Harvest","Okisollo","3.2","April","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"398","1537","Cermaq","Bare Bluff","2.3","April","2","0.7",NA,"0.1",NA,"1.7",NA,"1.3",NA,NA,"1"
"408","380","Marine Harvest","Sonora Pt","2.3","April","2","2.3",NA,"0.9",NA,"1.2",NA,"0.1",NA,NA,"2"
"4212","1825","Grieg Seafood","Bennett Pt","3.3","April","2","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"4312","1144","Cermaq","Burdwood","3.3","April","3","0","0","0","0","0.3","0.5","0.1","0.1","Statistical agreement with farm count on audit day","1"
"4410","819","Cermaq","Cecil","3.3","April","1","1.1",NA,"0.4",NA,"7.7",NA,"1.3",NA,"Count of brood fish not in spawning year.","Broodstock"
"4511","728","Cermaq","Sir Ed","3.3","April","3","0.3","0.5","0.2","0.2","0.1","0.1","0.5","0.2","Statistical agreement with farm count on audit day","1"
"4612","1586","Marine Harvest","Doctor Islets","3.3","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"4712","821","Marine Harvest","Glacier Falls","3.3","April","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"4811","1618","Marine Harvest","Humphrey Rocks","3.3","April","2","0",NA,"0",NA,"0.3",NA,"0",NA,NA,"2"
"4911","143","Marine Harvest","Larsen Island","3.3","April","3","1.6",NA,"0.2",NA,"0.5",NA,"0.4",NA,NA,"1"
"5012","467","Marine Harvest","Midsummer","3.3","April","1","0",NA,"0",NA,"0",NA,"0",NA,"Scheduled 2nd count coordinated with DFO April 28; rescheduling due to inclement weather","1"
"5112","141","Marine Harvest","Port Elizabeth","3.3","April","2","7",NA,"3.3",NA,"0.4",NA,"2.1",NA,"Reported reaching threshold and submitted plan","2"
"5211","1145","Marine Harvest","Potts Bay","3.3","April","2","0",NA,"0",NA,"0",NA,"0",NA,"Count of brood fish not in spawning year.","Broodstock"
"539","1059","Marine Harvest","Sargeaunt Pass","3.3","April","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"5410","465","Marine Harvest","Swanson","3.3","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Harvesting","2"
"559","739","Marine Harvest","Upper Retreat","3.3","April","3","0.2","0.1","0","0","0.3","0.3","0.2","0.3","Statistical agreement with farm count on audit day","1"
"5611","820","Marine Harvest","Wicklow","3.3","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"5810","1336","Cermaq","Simmonds","3.4","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"599","1351","Marine Harvest","Marsh","3.4","April","2","0.2",NA,"0",NA,"0.5",NA,"0",NA,NA,"2"
"6011","1350","Marine Harvest","Shelter Bay","3.4","April","2","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"6111","831","Marine Harvest","Shelter Pass","3.4","April","4","0",NA,"0",NA,"0.1",NA,"0",NA,NA,"1"
"6312","1702","Marine Harvest","Goat Cove","3.5","April","2","0.4",NA,"0.3",NA,"0",NA,"0",NA,NA,"2"
"649","1580","Marine Harvest","Jackson Pass","3.5","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"659","1691","Marine Harvest","Kid Bay","3.5","April","2","0.3",NA,"0.2",NA,"0",NA,"0",NA,NA,"2"
"665","884","Marine Harvest","Lochalsh","3.5","April","2","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"6812","1537","Cermaq","Bare Bluff","2.3","April","2","0.7",NA,"0.1",NA,"1.7",NA,"1.3",NA,NA,"1"
"698","1895","Marine Harvest","Sheep Passage","2.3","April","1","8.8",NA,"6.9",NA,"0",NA,"0",NA,"Action plan, as discussed with DFO and reported as per licence, followed. Diminished stock precluded complete counting event.","2"
"7212","1537","Cermaq","Bare Bluff","2.3","May","2","0.9",NA,"0.1",NA,"0.5",NA,"0.9",NA,NA,"1"
"7312","227","Cermaq","Bawden","2.3","May","2","2",NA,"1",NA,"0",NA,"0.2",NA,"Management action underway","2"
"7413","234","Cermaq","Dixon","2.3","May","0",NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"7511","540","Cermaq","Fortune","2.3","May","1","0.2",NA,"0",NA,"0.5",NA,"0.2",NA,NA,"1"
"7612","1291","Cermaq","MacIntyre Lake","2.3","May","2","0.2",NA,"0.1",NA,"4.2",NA,"5.7",NA,NA,"1"
"7710","1507","Cermaq","Millar","2.3","May","2","4.2",NA,"1.9",NA,"1.7",NA,"1.5",NA,"Failed to report reaching threshold as required by licence. Follow up actions taken to enforce adherence to licence conditions. Management action underway.","2"
"7811","543","Cermaq","Mussel Rock","2.3","May","1","0.8",NA,"0.3",NA,"0.1",NA,"0.2",NA,"2nd count precluded by harvest","1"
"799","6668","Cermaq","Plover","2.3","May","2","1.5",NA,"0.9",NA,"0.6",NA,"0.7",NA,NA,"2"
"809","526","Cermaq","Rant Pt","2.3","May","1","0.2",NA,"0",NA,"0.7",NA,"0.5",NA,NA,"1"
"8111","314","Cermaq","Ross Pass","2.3","May","2","0.8",NA,"0.4",NA,"0.3",NA,"0.2",NA,NA,"2"
"8210","527","Cermaq","Saranac","2.3","May","1","1.1",NA,"0.3",NA,"2.9",NA,"2.5",NA,"Counting began 30 days after stocking of the 3rd pen","1"
"8312","1472","Cermaq","Westside","2.3","May","2","0.7",NA,"0.1",NA,"0.4",NA,"0.3",NA,NA,"1"
"858","1789","Grieg Seafood","Concepcion","2.4","May","2","0.4",NA,"0.2",NA,"0.1",NA,"0",NA,NA,"2"
"8610","1863","Grieg Seafood","Esperanza","2.4","May","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"878","1849","Grieg Seafood","Muchalat North","2.4","May","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"8811","1705","Grieg Seafood","Williamson","2.4","May","2","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"899","144","Marine Harvest","Koskimo","2.4","May","2","0.9","0.7","0.7","0.6","0","0","0","0","Statistical agreement with farm count on audit day","2"
"9011","1338","Marine Harvest","Mahatta E","2.4","May","2","0.1",NA,"0",NA,"0",NA,"0.1",NA,NA,"1"
"9111","1238","Marine Harvest","Mahatta W","2.4","May","3","0.1","0.1","0","0","0","0.1","0","0","Statistical agreement with farm count on audit day","1"
"939","1537","Cermaq","Bare Bluff","2.3","May","2","0.7",NA,"0.1",NA,"1.7",NA,"1.3",NA,NA,"1"
"9410","1237","Marine Harvest","Monday Rocks","2.3","May","2","0.5","0.3","0.5","0.2","0","0","0","0","Statistical agreement with farm count on audit day","2"
"9611","1698","Grieg Seafood","Ahlstrom","3.1","May","1","0",NA,"0",NA,"0",NA,"0",NA,"1st count precluded by recent transfer","1"
"9712","303","Marine Harvest","Glacial Creek","3.1","May","0",NA,NA,NA,NA,NA,NA,NA,NA,"Brood fish in spawning year","Broodstock"
"9912","871","Grieg Seafood","Barnes Bay","3.2","May","3","0.1",NA,"0",NA,"0.4",NA,"0",NA,NA,"1"
"10012","1401","Cermaq","Brent Island","3.2","May","2","0.1",NA,"0.1",NA,"0",NA,"0.4",NA,NA,"2"
"10111","304","Cermaq","Raza","3.2","May","2","0.4",NA,"0.1",NA,"0.2",NA,"1.6",NA,NA,"1"
"10211","306","Cermaq","Venture","3.2","May","2","0.7",NA,"0.4",NA,"0.1",NA,"2.1",NA,NA,"2"
"10311","1581","Marine Harvest","Hardwicke","3.2","May","0",NA,NA,NA,NA,NA,NA,NA,NA,"Harvesting","2"
"10410","211","Marine Harvest","Okisollo","3.2","May","2","0.1",NA,"0",NA,"0.4",NA,"0",NA,NA,"2"
"10510","380","Marine Harvest","Sonora Pt","3.2","May","2","3.5",NA,"1.5",NA,"2.5",NA,"1.1",NA,"Reported reaching threshold and action plan as required by licence.","2"
"1079","1825","Grieg Seafood","Bennett Pt","3.3","May","1","0.1","0.1","0.1","0.1","0","0","0","0","Statistical agreement with farm count on audit day. Harvesting; 2nd count precluded","2"
