esc,river,year,area,exp
0,HYCUND CREEK,1984,12,0.379086402883902
500,NOEICK RIVER,1984,8,8.00%
1000,TSULQUATE RIVER,1984,12,0.379086402883902
0,SHUSHARTIE RIVER,1984,12,0.379086402883902
355,BIG BAY CREEK,1984,7,34.00%
1900,LARD CREEK,1984,7,34.00%
0,BEAVER CREEK,1984,9,29.00%
50,WALKER LAKE CREEK,1984,7,34.00%
0,CHOKE PASS CREEKS (3),1984,7,34.00%
NA,PERRY CREEK,1984,9,29.00%
24000,CLYAK RIVER,1984,9,29.00%
50,NIGGER CREEK,1984,12,0.379086402883902
NA,CREASY BAY RIVER,1984,12,0.379086402883902
NA,SALLIE CREEK,1984,12,0.379086402883902
85000,GLENDALE CREEK,1984,12,0.379086402883902
NA,HAUSKIN CREEK,1984,12,0.379086402883902
NA,TUNA RIVER,1984,12,0.379086402883902
0,FULMORE RIVER,1984,12,0.379086402883902
30,KITASU CREEK,1984,7,34.00%
NA,QUATSESE RIVER,1984,12,0.379086402883902
4000,ADAM RIVER,1984,12,0.379086402883902
NA,NIMPKISH RIVER,1984,12,0.379086402883902
60000,KIMSQUIT RIVER,1984,8,8.00%
NA,ICY RIVER,1984,12,0.379086402883902
800,GREEN RIVER,1984,8,8.00%
3,KAMANO BAY CREEK,1984,12,0.379086402883902
0,TANCRED CREEK,1984,12,0.379086402883902
NA,WALDEN CREEK II,1984,12,0.379086402883902
0,RAINBOW CREEK,1984,7,34.00%
125000,KOEYE RIVER,1984,8,8.00%
11000,NIEL CREEK,1984,9,29.00%
NA,GEISH CREEK,1984,7,34.00%
NA,KILPALA RIVER,1984,12,0.379086402883902
5000,KADJUSDIS RIVER,1984,7,34.00%
NA,BUGHOUSE CREEK,1984,12,0.379086402883902
1000,HIRD POINT CREEK,1984,7,34.00%
170,BOTTLENECK CREEK,1984,7,34.00%
NA,RESCUE BAY CREEKS,1984,7,34.00%
180,OATSOALIS CREEK,1984,9,29.00%
700,PINE RIVER,1984,7,34.00%
0,DALLERY CREEK,1984,9,29.00%
1600,KORICH CREEK,1984,7,34.00%
NA,NEKITE SPAWNING CHANNEL,1984,10,46.00%
NA,SNOOTLI CREEK,1984,8,8.00%
3500,NEKITE RIVER,1984,10,46.00%
0,CARRIDEN CREEK,1984,12,0.379086402883902
NA,LILIAN CREEK,1984,7,34.00%
4000,WAKEMAN RIVER,1984,12,0.379086402883902
13500,QUATSE RIVER,1984,12,0.379086402883902
NA,MILLS CREEK,1984,12,0.379086402883902
0,EVE RIVER,1984,12,0.379086402883902
NA,MACKENZIE RIVER,1984,12,0.379086402883902
NA,MCLOUGHLIN CREEK,1984,7,34.00%
0,CRAB HARBOUR CREEK,1984,8,8.00%
NA,MACHMELL RIVER,1984,9,29.00%
NA,CANOE CREEK,1984,10,46.00%
NA,SOUND POINT LAGOON CREEK,1984,7,34.00%
950,MACNAIR CREEK,1984,9,29.00%
6200,JAMES BAY CREEK,1984,7,34.00%
NA,GARBAGE DUMP CREEK,1984,8,8.00%
6,"NAHWITTI RIVER",1984,12,0.379086402883902
NA,"NAYSASH CREEK",1984,10,46.00%
3000,NIEUMIAMUS CREEK,1984,8,8.00%
NA,STRANDBY RIVER,1984,12,0.379086402883902
20000,ASSEEK RIVER,1984,8,8.00%
7500,ELCHO CREEK,1984,8,8.00%
15000,CLUXEWE RIVER,1984,12,0.379086402883902
7300,DUTHIE CREEK,1984,7,34.00%
NA,SKIMLETS CREEK,1984,8,8.00%
NA,TASTSQUAN CREEK,1984,8,8.00%
NA,HAGENSBORG SLOUGH,1984,8,8.00%
0,TZEO RIVER,1984,9,29.00%
9000,CHUCKWALLA RIVER,1984,9,29.00%
NA,SMOKEHOUSE CREEK,1984,10,46.00%
2,NEECHANZ RIVER,1984,9,29.00%
NA,SIM RIVER,1984,12,0.379086402883902
NA,BOND RIVER NO. 1,1984,12,0.379086402883902
NA,BULLOCK CHANNEL #2 CREEK,1984,7,34.00%
NA,MAPLE CREEK,1984,12,0.379086402883902
NA,HYDE CREEK,1984,12,0.379086402883902
NA,THIRD CREEK,1984,8,8.00%
25,KWAKIUTL CREEK,1984,7,34.00%
NA,WALKER ISLAND CREEK,1984,8,8.00%
10,WALKUM CREEK,1984,10,46.00%
NA,AIRPORT SIDE CHANNEL,1984,8,8.00%
NA,MARGARET CREEK,1984,10,46.00%
NA,CHIC CHIC CREEK,1984,10,46.00%
2000,KILBELLA RIVER,1984,9,29.00%
NA,BULLOCK CHANNEL #3 NORTH CREEK,1984,7,34.00%
1e+05,KAKWEIKEN RIVER,1984,12,0.379086402883902
NA,FANNIE COVE LEFT HAND CREEK,1984,7,34.00%
0,SALLY CREEK,1984,7,34.00%
NA,SHOAL HARBOUR CREEK,1984,12,0.379086402883902
800,"NAMELESS CREEK",1984,7,34.00%
25000,KAINET CREEK,1984,7,34.00%
45000,JOHNSTON CREEK,1984,9,29.00%
NA,OWIKENO LAKE,1984,9,29.00%
NA,HAGEN CREEK,1984,10,46.00%
50,LEE CREEK,1984,7,34.00%
650000,BELLA COOLA RIVER,1984,8,8.00%
0,SONGHEES CREEK,1984,12,0.379086402883902
0,POTTS LAGOON CREEK,1984,12,0.379086402883902
450,LULL CREEK,1984,12,0.379086402883902
NA,DREW CREEK,1984,7,34.00%
NA,DSULISH CREEK,1984,10,46.00%
25,KILDIDT LAGOON #2 CREEK,1984,7,34.00%
12000,CLATSE CREEK,1984,7,34.00%
NA,CHARLES CREEK,1984,12,0.379086402883902
NA,TANKEEAH RIVER,1984,7,34.00%
NA,BOSS CREEK,1984,10,46.00%
NA,ROBERT ARM CREEK,1984,9,29.00%
NA,SPILLER LAGOON CREEK,1984,7,34.00%
NA,WAHKANA BAY CREEK,1984,12,0.379086402883902
7500,JENNY BAY CREEKS,1984,8,8.00%
NA,DEER PASS LAGOON CREEKS,1984,7,34.00%
NA,CUTTER COVE CREEK,1984,12,0.379086402883902
NA,WAHGILAH CREEK,1984,7,34.00%
4000,BEALE'S LAGOON CREEK,1984,7,34.00%
NA,KLINAKLINI RIVER,1984,12,0.379086402883902
NA,KILDIDT CREEK,1984,7,34.00%
10,ALLARD CREEK,1984,9,29.00%
7000,NOOSESECK RIVER,1984,8,8.00%
NA,REAK CREEK,1984,7,34.00%
8,JENNIS BAY CREEK,1984,12,0.379086402883902
1000,TALEOMEY RIVER,1984,8,8.00%
NA,PORT HARVEY LAGOON CREEKS,1984,12,0.379086402883902
13000,KUNSOOT RIVER,1984,7,34.00%
0,KISAMEET RIVER,1984,8,8.00%
250,MARTIN RIVER,1984,8,8.00%
7000,SKOWQUILTZ RIVER,1984,8,8.00%
5300,BIG CREEK,1984,7,34.00%
2000,MILTON RIVER,1984,9,29.00%
NA,SUTHERLAND RIVER,1984,12,0.379086402883902
600,CAMP CREEK,1984,8,8.00%
NA,THORWALD CREEK,1984,8,8.00%
NA,CORTINA CREEK,1984,12,0.379086402883902
6,TAKUSH RIVER,1984,10,46.00%
NA,KLEMTU CREEK,1984,7,34.00%
6700,MUSSEL RIVER,1984,7,34.00%
NA,STEWART CREEK,1984,7,34.00%
NA,INZIANA RIVER,1984,9,29.00%
500,WANNOCK RIVER,1984,9,29.00%
NA,BOSWELL CREEK,1984,10,46.00%
NA,SPILLER INLET CREEK,1984,7,34.00%
NA,BULLOCK CHANNEL #3 SOUTH CREEK,1984,7,34.00%
NA,JENNY BAY WEST CREEK,1984,8,8.00%
NA,ADA COVE CREEK,1984,7,34.00%
2650,NICKNAQUEET RIVER,1984,9,29.00%
1400,BOLIN BAY CREEK,1984,7,34.00%
0,PROTECTION POINT CREEK,1984,12,0.379086402883902
NA,CORDUROY CREEK,1984,10,46.00%
0,TUNO CREEK,1984,7,34.00%
0,BRADLEY CREEK,1984,12,0.379086402883902
0,SHIP POINT CREEK,1984,7,34.00%
750,HOOK NOSE CREEK,1984,8,8.00%
2000,NOOTUM RIVER,1984,8,8.00%
0,WALDON CREEK,1984,12,0.379086402883902
900,ASHLULM CREEK,1984,9,29.00%
NA,SHOAL CREEK,1984,12,0.379086402883902
0,EMILY CREEK,1984,7,34.00%
NA,"NASCALL CREEK",1984,8,8.00%
NA,GILFORD CREEK,1984,12,0.379086402883902
NA,"NAKA CREEK",1984,12,0.379086402883902
2200,WORAN CREEK,1984,8,8.00%
50000,AHNUHATI RIVER,1984,12,0.379086402883902
22000,KINGCOME RIVER,1984,12,0.379086402883902
NA,SIMOOM SOUND CREEK,1984,12,0.379086402883902
10,AMBACK CREEK,1984,9,29.00%
NA,TUNO CREEK WEST,1984,7,34.00%
50,DEEP BAY CREEK,1984,8,8.00%
NA,HEALTH LAGOON CREEK,1984,12,0.379086402883902
100,GORILLA CREEK,1984,7,34.00%
450,CALL CREEK,1984,12,0.379086402883902
90,TOM BAY CREEK,1984,7,34.00%
0,SHEEMAHANT RIVER,1984,9,29.00%
0,GRANTHAM CREEK,1984,8,8.00%
7000,EMBLEY CREEK,1984,12,0.379086402883902
0,DE COSMOS LAGOON CREEK,1984,8,8.00%
NA,NOOKLIKONNIK CREEK,1984,8,8.00%
NA,NUSASH CREEK,1984,8,8.00%
NA,FRANKLIN RIVER,1984,12,0.379086402883902
NA,MARION CREEK,1984,12,0.379086402883902
NA,CALDER CREEK,1984,7,34.00%
35,MARY COVE CREEK,1984,7,34.00%
NA,SHELTER BAY CREEK,1984,12,0.379086402883902
12,SCOTT COVE CREEK,1984,12,0.379086402883902
NA,CLAYTON FALLS CREEK,1984,8,8.00%
100,WASHWASH RIVER,1984,9,29.00%
0,TSITIKA RIVER,1984,12,0.379086402883902
NA,ROBBERS KNOB CREEK,1984,12,0.379086402883902
400,EVANS INLET #3 CREEK,1984,8,8.00%
NA,CACOOHTIN CREEK,1984,8,8.00%
NA,NEWICHY CREEK,1984,9,29.00%
0,HAND CREEK,1984,12,0.379086402883902
40,BOUGHEY CREEK,1984,12,0.379086402883902
60,BULLOCK CHANNEL CREEKS,1984,7,34.00%
5250,KWAKUSDIS RIVER,1984,7,34.00%
NA,THIEMER CREEK,1984,12,0.379086402883902
NA,NIMMO CREEK,1984,12,0.379086402883902
NA,FISH CREEK,1984,8,8.00%
NA,ALLARDYCE CREEK,1984,12,0.379086402883902
NA,FANNIE COVE RIGHT HAND CREEK,1984,7,34.00%
10,BULLEY BAY CREEK,1984,7,34.00%
NA,MCINTOSH CREEK,1984,12,0.379086402883902
NA,DOCEE RIVER,1984,10,46.00%
NA,GEORGE HALL CREEK,1984,8,8.00%
0,COHOE CREEK,1984,12,0.379086402883902
3500,FRENCHMAN CREEK,1984,8,8.00%
NA,JENNY BAY SOUTH CREEK,1984,8,8.00%
NA,THORSEN CREEK,1984,8,8.00%
NA,NUSATSUM RIVER,1984,8,8.00%
NA,RICHMOND BAY CREEK,1984,12,0.379086402883902
NA,ELLEN COVE CREEK,1984,12,0.379086402883902
NA,SALLOOMT RIVER,1984,8,8.00%
NA,JENNY BAY EAST CREEK,1984,8,8.00%
NA,CRACROFT CREEK,1984,12,0.379086402883902
NA,SKEENE RIVER,1984,12,0.379086402883902
NA,SOCKEYE CREEK,1984,7,34.00%
NA,NOOHALK CREEK,1984,8,8.00%
NA,COLLINSON CREEK,1984,12,0.379086402883902
NA,FANCY COVE HEAD CREEK,1984,7,34.00%
NA,BLIND CREEK,1984,12,0.379086402883902
NA,NOOSGULCH RIVER,1984,8,8.00%
2500,QUATLENA RIVER,1985,8,23.00%
430,LAGOON CREEK,1985,7,65.00%
0,PHYLLIS LAKE CREEK,1985,12,0.501730601890323
395,WATSON BAY CREEK,1985,7,65.00%
600,MATSIU CREEK,1985,12,0.501730601890323
32650,KEOGH RIVER,1985,12,0.501730601890324
NA,ATNARKO SPAWNING CHANNEL,1985,8,23.00%
110000,NECLEETSCONNAY RIVER,1985,8,23.00%
200,MCALISTER CREEK,1985,12,0.501730601890324
3150,CANYON CREEK,1985,7,65.00%
4300,CHAMISS CREEK,1985,7,65.00%
20,ROBINSON CREEKS,1985,7,65.00%
250,ELLERSLIE LAGOON CREEK,1985,7,65.00%
15000,ROSCOE CREEK,1985,7,65.00%
30,HAUSER CREEK,1985,7,65.00%
480,WINDY BAY CREEK,1985,7,65.00%
0,KENNETH RIVER,1985,12,0.501730601890323
NA,GRASSY BAY CREEK,1985,8,23.00%
9300,CASCADE RIVER,1985,8,23.00%
100,COLD CREEK,1985,8,23.00%
5855,COOPER INLET CREEKS,1985,7,65.00%
NA,STEELHEAD CREEK,1985,8,23.00%
1500,YOUNG RIVER,1985,9,25.00%
NA,WAHKASH CREEK,1985,12,0.501730601890323
0,SANDELL RIVER,1985,9,25.00%
5700,SALMON BAY CREEK,1985,7,65.00%
7600,QUARTCHA CREEK,1985,7,65.00%
0,WATT CREEK,1985,7,65.00%
5400,POISON COVE CREEK,1985,7,65.00%
120,GOAT BUSHU CREEK,1985,7,65.00%
200,"NAMU RIVER",1985,8,23.00%
0,WINDFALL CREEK,1985,7,65.00%
NA,HOCHSTADER BASIN CREEKS (2),1985,7,65.00%
0,NEW VANCOUVER CREEK,1985,12,0.501730601890323
250,FOUR LAKES CREEK,1985,8,23.00%
50,SAGAR CREEK,1985,8,23.00%
0,KOKISH RIVER,1985,12,0.501730601890324
NA,TSULTON RIVER,1985,12,0.501730601890323
5000,LOCKHART GORDON CREEK,1985,9,25.00%
50,VINER SOUND CREEK,1985,12,0.501730601890324
NA,RETURN CHANNEL CREEKS,1985,7,65.00%
650,WEBSTER LAKE CREEK,1985,7,65.00%
NA,DORIS CREEK,1985,9,25.00%
17000,DEAN RIVER,1985,8,23.00%
NA,PENO CREEK,1985,7,65.00%
1600,DRANEY CREEK,1985,9,25.00%
300,GENESEE CREEK,1985,9,25.00%
28000,AHTA RIVER,1985,12,0.501730601890324
NA,HOGAN CREEK,1985,9,25.00%
NA,ATNARKO RIVER,1985,8,23.00%
110000,KWATNA RIVER,1985,8,23.00%
10000,CARTER RIVER,1985,7,65.00%
NA,AHTA VALLEY CREEK,1985,12,0.501730601890324
8700,NEEKAS CREEK,1985,7,65.00%
2800,KWALATE CREEK,1985,12,0.501730601890324
200,HOEYA SOUND CREEK,1985,12,0.501730601890324
NA,HYCUND CREEK,1985,12,0.501730601890323
1000,NOEICK RIVER,1985,8,23.00%
100,TSULQUATE RIVER,1985,12,0.501730601890324
0,SHUSHARTIE RIVER,1985,12,0.501730601890324
500,BIG BAY CREEK,1985,7,65.00%
5000,LARD CREEK,1985,7,65.00%
50,BEAVER CREEK,1985,9,25.00%
0,WALKER LAKE CREEK,1985,7,65.00%
0,CHOKE PASS CREEKS (3),1985,7,65.00%
NA,PERRY CREEK,1985,9,25.00%
1200,CLYAK RIVER,1985,9,25.00%
500,NIGGER CREEK,1985,12,0.501730601890323
NA,CREASY BAY RIVER,1985,12,0.501730601890323
20,SALLIE CREEK,1985,12,0.501730601890324
140000,GLENDALE CREEK,1985,12,0.501730601890324
20,HAUSKIN CREEK,1985,12,0.501730601890324
NA,TUNA RIVER,1985,12,0.501730601890324
NA,FULMORE RIVER,1985,12,0.501730601890324
200,KITASU CREEK,1985,7,65.00%
NA,QUATSESE RIVER,1985,12,0.501730601890323
20000,ADAM RIVER,1985,12,0.501730601890324
NA,NIMPKISH RIVER,1985,12,0.501730601890324
5000,KIMSQUIT RIVER,1985,8,23.00%
NA,ICY RIVER,1985,12,0.501730601890323
100,GREEN RIVER,1985,8,23.00%
0,KAMANO BAY CREEK,1985,12,0.501730601890324
NA,TANCRED CREEK,1985,12,0.501730601890323
NA,WALDEN CREEK II,1985,12,0.501730601890323
1,RAINBOW CREEK,1985,7,65.00%
1e+05,KOEYE RIVER,1985,8,23.00%
650,NIEL CREEK,1985,9,25.00%
0,GEISH CREEK,1985,7,65.00%
NA,KILPALA RIVER,1985,12,0.501730601890323
1400,KADJUSDIS RIVER,1985,7,65.00%
NA,BUGHOUSE CREEK,1985,12,0.501730601890324
1150,HIRD POINT CREEK,1985,7,65.00%
880,BOTTLENECK CREEK,1985,7,65.00%
NA,RESCUE BAY CREEKS,1985,7,65.00%
0,OATSOALIS CREEK,1985,9,25.00%
3175,PINE RIVER,1985,7,65.00%
4000,DALLERY CREEK,1985,9,25.00%
27000,KORICH CREEK,1985,7,65.00%
NA,NEKITE SPAWNING CHANNEL,1985,10,32.00%
NA,SNOOTLI CREEK,1985,8,23.00%
35000,NEKITE RIVER,1985,10,32.00%
NA,CARRIDEN CREEK,1985,12,0.501730601890324
NA,LILIAN CREEK,1985,7,65.00%
105000,WAKEMAN RIVER,1985,12,0.501730601890324
150,QUATSE RIVER,1985,12,0.501730601890324
0,MILLS CREEK,1985,12,0.501730601890324
NA,EVE RIVER,1985,12,0.501730601890324
10,MACKENZIE RIVER,1985,12,0.501730601890324
2600,MCLOUGHLIN CREEK,1985,7,65.00%
50,CRAB HARBOUR CREEK,1985,8,23.00%
NA,MACHMELL RIVER,1985,9,25.00%
NA,CANOE CREEK,1985,10,32.00%
NA,SOUND POINT LAGOON CREEK,1985,7,65.00%
6500,MACNAIR CREEK,1985,9,25.00%
9000,JAMES BAY CREEK,1985,7,65.00%
NA,GARBAGE DUMP CREEK,1985,8,23.00%
25,"NAHWITTI RIVER",1985,12,0.501730601890324
NA,"NAYSASH CREEK",1985,10,32.00%
4500,NIEUMIAMUS CREEK,1985,8,23.00%
0,STRANDBY RIVER,1985,12,0.501730601890323
25000,ASSEEK RIVER,1985,8,23.00%
40000,ELCHO CREEK,1985,8,23.00%
3500,CLUXEWE RIVER,1985,12,0.501730601890324
4000,DUTHIE CREEK,1985,7,65.00%
NA,SKIMLETS CREEK,1985,8,23.00%
NA,TASTSQUAN CREEK,1985,8,23.00%
NA,HAGENSBORG SLOUGH,1985,8,23.00%
0,TZEO RIVER,1985,9,25.00%
50000,CHUCKWALLA RIVER,1985,9,25.00%
NA,SMOKEHOUSE CREEK,1985,10,32.00%
1200,NEECHANZ RIVER,1985,9,25.00%
NA,SIM RIVER,1985,12,0.501730601890324
NA,BOND RIVER NO. 1,1985,12,0.501730601890323
NA,BULLOCK CHANNEL #2 CREEK,1985,7,65.00%
NA,MAPLE CREEK,1985,12,0.501730601890324
NA,HYDE CREEK,1985,12,0.501730601890324
NA,THIRD CREEK,1985,8,23.00%
NA,KWAKIUTL CREEK,1985,7,65.00%
NA,WALKER ISLAND CREEK,1985,8,23.00%
600,WALKUM CREEK,1985,10,32.00%
NA,AIRPORT SIDE CHANNEL,1985,8,23.00%
NA,MARGARET CREEK,1985,10,32.00%
NA,CHIC CHIC CREEK,1985,10,32.00%
50000,KILBELLA RIVER,1985,9,25.00%
NA,BULLOCK CHANNEL #3 NORTH CREEK,1985,7,65.00%
5e+05,KAKWEIKEN RIVER,1985,12,0.501730601890324
NA,FANNIE COVE LEFT HAND CREEK,1985,7,65.00%
70,SALLY CREEK,1985,7,65.00%
NA,SHOAL HARBOUR CREEK,1985,12,0.501730601890324
7200,"NAMELESS CREEK",1985,7,65.00%
1e+05,KAINET CREEK,1985,7,65.00%
140000,JOHNSTON CREEK,1985,9,25.00%
NA,OWIKENO LAKE,1985,9,25.00%
NA,HAGEN CREEK,1985,10,32.00%
3500,LEE CREEK,1985,7,65.00%
2300000,BELLA COOLA RIVER,1985,8,23.00%
10,SONGHEES CREEK,1985,12,0.501730601890324
NA,POTTS LAGOON CREEK,1985,12,0.501730601890324
2000,LULL CREEK,1985,12,0.501730601890324
NA,DREW CREEK,1985,7,65.00%
NA,DSULISH CREEK,1985,10,32.00%
8,KILDIDT LAGOON #2 CREEK,1985,7,65.00%
13600,CLATSE CREEK,1985,7,65.00%
300,CHARLES CREEK,1985,12,0.501730601890324
300,TANKEEAH RIVER,1985,7,65.00%
NA,BOSS CREEK,1985,10,32.00%
NA,ROBERT ARM CREEK,1985,9,25.00%
35,SPILLER LAGOON CREEK,1985,7,65.00%
NA,WAHKANA BAY CREEK,1985,12,0.501730601890323
10200,JENNY BAY CREEKS,1985,8,23.00%
0,DEER PASS LAGOON CREEKS,1985,7,65.00%
NA,CUTTER COVE CREEK,1985,12,0.501730601890323
NA,WAHGILAH CREEK,1985,7,65.00%
1320,BEALE'S LAGOON CREEK,1985,7,65.00%
200,KLINAKLINI RIVER,1985,12,0.501730601890324
NA,KILDIDT CREEK,1985,7,65.00%
2400,ALLARD CREEK,1985,9,25.00%
15000,NOOSESECK RIVER,1985,8,23.00%
NA,REAK CREEK,1985,7,65.00%
5,JENNIS BAY CREEK,1985,12,0.501730601890324
4000,TALEOMEY RIVER,1985,8,23.00%
NA,PORT HARVEY LAGOON CREEKS,1985,12,0.501730601890324
4800,KUNSOOT RIVER,1985,7,65.00%
600,KISAMEET RIVER,1985,8,23.00%
1300,MARTIN RIVER,1985,8,23.00%
3000,SKOWQUILTZ RIVER,1985,8,23.00%
7700,BIG CREEK,1985,7,65.00%
8000,MILTON RIVER,1985,9,25.00%
NA,SUTHERLAND RIVER,1985,12,0.501730601890323
20,CAMP CREEK,1985,8,23.00%
NA,THORWALD CREEK,1985,8,23.00%
NA,CORTINA CREEK,1985,12,0.501730601890323
0,TAKUSH RIVER,1985,10,32.00%
NA,KLEMTU CREEK,1985,7,65.00%
48000,MUSSEL RIVER,1985,7,65.00%
0,STEWART CREEK,1985,7,65.00%
NA,INZIANA RIVER,1985,9,25.00%
NA,WANNOCK RIVER,1985,9,25.00%
0,BOSWELL CREEK,1985,10,32.00%
NA,SPILLER INLET CREEK,1985,7,65.00%
NA,BULLOCK CHANNEL #3 SOUTH CREEK,1985,7,65.00%
NA,JENNY BAY WEST CREEK,1985,8,23.00%
NA,ADA COVE CREEK,1985,7,65.00%
2500,NICKNAQUEET RIVER,1985,9,25.00%
3200,BOLIN BAY CREEK,1985,7,65.00%
NA,PROTECTION POINT CREEK,1985,12,0.501730601890324
NA,CORDUROY CREEK,1985,10,32.00%
0,TUNO CREEK,1985,7,65.00%
NA,BRADLEY CREEK,1985,12,0.501730601890323
65,SHIP POINT CREEK,1985,7,65.00%
800,HOOK NOSE CREEK,1985,8,23.00%
500,NOOTUM RIVER,1985,8,23.00%
0,WALDON CREEK,1985,12,0.501730601890324
1400,ASHLULM CREEK,1985,9,25.00%
NA,SHOAL CREEK,1985,12,0.501730601890323
0,EMILY CREEK,1985,7,65.00%
NA,"NASCALL CREEK",1985,8,23.00%
0,GILFORD CREEK,1985,12,0.501730601890324
NA,"NAKA CREEK",1985,12,0.501730601890324
2000,WORAN CREEK,1985,8,23.00%
13000,AHNUHATI RIVER,1985,12,0.501730601890324
9850,KINGCOME RIVER,1985,12,0.501730601890324
NA,SIMOOM SOUND CREEK,1985,12,0.501730601890324
300,AMBACK CREEK,1985,9,25.00%
NA,TUNO CREEK WEST,1985,7,65.00%
100,DEEP BAY CREEK,1985,8,23.00%
NA,HEALTH LAGOON CREEK,1985,12,0.501730601890324
10,GORILLA CREEK,1985,7,65.00%
NA,CALL CREEK,1985,12,0.501730601890324
430,TOM BAY CREEK,1985,7,65.00%
NA,SHEEMAHANT RIVER,1985,9,25.00%
NA,GRANTHAM CREEK,1985,8,23.00%
50,EMBLEY CREEK,1985,12,0.501730601890324
50,DE COSMOS LAGOON CREEK,1985,8,23.00%
NA,NOOKLIKONNIK CREEK,1985,8,23.00%
NA,NUSASH CREEK,1985,8,23.00%
NA,FRANKLIN RIVER,1985,12,0.501730601890323
300,MARION CREEK,1985,12,0.501730601890323
NA,CALDER CREEK,1985,7,65.00%
40,MARY COVE CREEK,1985,7,65.00%
NA,SHELTER BAY CREEK,1985,12,0.501730601890323
NA,SCOTT COVE CREEK,1985,12,0.501730601890324
NA,CLAYTON FALLS CREEK,1985,8,23.00%
100,WASHWASH RIVER,1985,9,25.00%
25,TSITIKA RIVER,1985,12,0.501730601890324
NA,ROBBERS KNOB CREEK,1985,12,0.501730601890324
1000,EVANS INLET #3 CREEK,1985,8,23.00%
NA,CACOOHTIN CREEK,1985,8,23.00%
NA,NEWICHY CREEK,1985,9,25.00%
NA,HAND CREEK,1985,12,0.501730601890323
NA,BOUGHEY CREEK,1985,12,0.501730601890324
127,BULLOCK CHANNEL CREEKS,1985,7,65.00%
15000,KWAKUSDIS RIVER,1985,7,65.00%
NA,THIEMER CREEK,1985,12,0.501730601890324
NA,NIMMO CREEK,1985,12,0.501730601890324
NA,FISH CREEK,1985,8,23.00%
NA,ALLARDYCE CREEK,1985,12,0.501730601890323
NA,FANNIE COVE RIGHT HAND CREEK,1985,7,65.00%
1,BULLEY BAY CREEK,1985,7,65.00%
NA,MCINTOSH CREEK,1985,12,0.501730601890323
0,DOCEE RIVER,1985,10,32.00%
NA,GEORGE HALL CREEK,1985,8,23.00%
0,COHOE CREEK,1985,12,0.501730601890324
30000,FRENCHMAN CREEK,1985,8,23.00%
NA,JENNY BAY SOUTH CREEK,1985,8,23.00%
NA,THORSEN CREEK,1985,8,23.00%
NA,NUSATSUM RIVER,1985,8,23.00%
NA,RICHMOND BAY CREEK,1985,12,0.501730601890323
NA,ELLEN COVE CREEK,1985,12,0.501730601890323
NA,SALLOOMT RIVER,1985,8,23.00%
NA,JENNY BAY EAST CREEK,1985,8,23.00%
0,CRACROFT CREEK,1985,12,0.501730601890323
NA,SKEENE RIVER,1985,12,0.501730601890323
NA,SOCKEYE CREEK,1985,7,65.00%
NA,NOOHALK CREEK,1985,8,23.00%
NA,COLLINSON CREEK,1985,12,0.501730601890323
NA,FANCY COVE HEAD CREEK,1985,7,65.00%
NA,BLIND CREEK,1985,12,0.501730601890324
NA,NOOSGULCH RIVER,1985,8,23.00%
800,QUATLENA RIVER,1986,8,33.00%
NA,LAGOON CREEK,1986,7,71.00%
0,PHYLLIS LAKE CREEK,1986,12,0.264045816322538
100,WATSON BAY CREEK,1986,7,71.00%
200,MATSIU CREEK,1986,12,0.264045816322538
1e+05,KEOGH RIVER,1986,12,0.264045816322538
14000,ATNARKO SPAWNING CHANNEL,1986,8,33.00%
17500,NECLEETSCONNAY RIVER,1986,8,33.00%
1000,MCALISTER CREEK,1986,12,0.264045816322538
1020,CANYON CREEK,1986,7,71.00%
3170,CHAMISS CREEK,1986,7,71.00%
25,ROBINSON CREEKS,1986,7,71.00%
NA,ELLERSLIE LAGOON CREEK,1986,7,71.00%
850,ROSCOE CREEK,1986,7,71.00%
0,HAUSER CREEK,1986,7,71.00%
520,WINDY BAY CREEK,1986,7,71.00%
50,KENNETH RIVER,1986,12,0.264045816322538
NA,GRASSY BAY CREEK,1986,8,33.00%
800,CASCADE RIVER,1986,8,33.00%
NA,COLD CREEK,1986,8,33.00%
7164,COOPER INLET CREEKS,1986,7,71.00%
NA,STEELHEAD CREEK,1986,8,33.00%
50000,YOUNG RIVER,1986,9,25.00%
NA,WAHKASH CREEK,1986,12,0.264045816322538
1000,SANDELL RIVER,1986,9,25.00%
2665,SALMON BAY CREEK,1986,7,71.00%
5500,QUARTCHA CREEK,1986,7,71.00%
0,WATT CREEK,1986,7,71.00%
700,POISON COVE CREEK,1986,7,71.00%
650,GOAT BUSHU CREEK,1986,7,71.00%
10,"NAMU RIVER",1986,8,33.00%
0,WINDFALL CREEK,1986,7,71.00%
NA,HOCHSTADER BASIN CREEKS (2),1986,7,71.00%
0,NEW VANCOUVER CREEK,1986,12,0.264045816322538
50,FOUR LAKES CREEK,1986,8,33.00%
80,SAGAR CREEK,1986,8,33.00%
1500,KOKISH RIVER,1986,12,0.264045816322538
NA,TSULTON RIVER,1986,12,0.264045816322538
1900,LOCKHART GORDON CREEK,1986,9,25.00%
20,VINER SOUND CREEK,1986,12,0.264045816322538
NA,RETURN CHANNEL CREEKS,1986,7,71.00%
311,WEBSTER LAKE CREEK,1986,7,71.00%
NA,DORIS CREEK,1986,9,25.00%
5000,DEAN RIVER,1986,8,33.00%
NA,PENO CREEK,1986,7,71.00%
750,DRANEY CREEK,1986,9,25.00%
